Customer_ID,Modelo,Revisiones,PVP,p_churn,Churn_pred,Segmento,n_mantenimiento,C_n,CosteMarketing,Precio_base,d_optimo,d_max,Precio_final,Margen_final,oferta_2o_vehiculo,CLTV,Accion_recomendada
103485,J,0,33675,0.0049,0,Bajo,1,429.00000000000006,4.290000000000001,729.3000000000001,0.0,0.0663,729.3000000000001,0.34176470588235286,False,2921.41,Descuento fidelizacion 0.0%
100424,C,0,23465,0.0049,0,Bajo,1,303.6,3.0360000000000005,516.12,0.0,0.0663,516.12,0.3417647058823528,False,2067.46,Descuento fidelizacion 0.0%
102480,I,0,30978,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
106245,I,0,32916,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
103932,B,0,23437,0.0049,0,Bajo,1,281.41,2.8141000000000003,478.39700000000005,0.0,0.0663,478.39700000000005,0.3417647058823529,False,1916.35,Descuento fidelizacion 0.0%
100412,I,0,28765,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
104301,B,0,24010,0.0049,0,Bajo,1,281.41,2.8141000000000003,478.39700000000005,0.0,0.0663,478.39700000000005,0.3417647058823529,False,1916.35,Descuento fidelizacion 0.0%
104089,C,0,21896,0.0049,0,Bajo,1,303.6,3.0360000000000005,516.12,0.0,0.0663,516.12,0.3417647058823528,False,2067.46,Descuento fidelizacion 0.0%
102811,B,0,18854,0.0049,0,Bajo,1,281.41,2.8141000000000003,478.39700000000005,0.0,0.0663,478.39700000000005,0.3417647058823529,False,1916.35,Descuento fidelizacion 0.0%
106275,D,0,22234,0.0049,0,Bajo,1,319.0,3.19,542.3,0.0,0.0663,542.3,0.34176470588235286,False,2172.33,Descuento fidelizacion 0.0%
103521,I,0,25262,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
105593,I,0,28667,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
103772,I,0,28453,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
101591,D,0,28714,0.0049,0,Bajo,1,319.0,3.19,542.3,0.0,0.0663,542.3,0.34176470588235286,False,2172.33,Descuento fidelizacion 0.0%
